DATE,USREC,USREC - 1 month shift,USREC - 3 month shift,USREC - 6 month shift,USREC - 12 month shift
1/1/1923,0,0,0,1,1
2/1/1923,0,0,0,1,1
3/1/1923,0,0,1,1,1
4/1/1923,0,0,1,1,1
5/1/1923,0,1,1,1,1
6/1/1923,1,1,1,1,1
7/1/1923,1,1,1,1,1
8/1/1923,1,1,1,1,0
9/1/1923,1,1,1,1,0
10/1/1923,1,1,1,1,0
11/1/1923,1,1,1,1,0
12/1/1923,1,1,1,1,0
1/1/1924,1,1,1,1,0
2/1/1924,1,1,1,0,0
3/1/1924,1,1,1,0,0
4/1/1924,1,1,1,0,0
5/1/1924,1,1,0,0,0
6/1/1924,1,1,0,0,0
7/1/1924,1,0,0,0,0
8/1/1924,0,0,0,0,0
9/1/1924,0,0,0,0,0
10/1/1924,0,0,0,0,0
11/1/1924,0,0,0,0,0
12/1/1924,0,0,0,0,0
1/1/1925,0,0,0,0,0
2/1/1925,0,0,0,0,0
3/1/1925,0,0,0,0,0
4/1/1925,0,0,0,0,0
5/1/1925,0,0,0,0,0
6/1/1925,0,0,0,0,0
7/1/1925,0,0,0,0,0
8/1/1925,0,0,0,0,0
9/1/1925,0,0,0,0,0
10/1/1925,0,0,0,0,0
11/1/1925,0,0,0,0,1
12/1/1925,0,0,0,0,1
1/1/1926,0,0,0,0,1
2/1/1926,0,0,0,0,1
3/1/1926,0,0,0,0,1
4/1/1926,0,0,0,0,1
5/1/1926,0,0,0,1,1
6/1/1926,0,0,0,1,1
7/1/1926,0,0,0,1,1
8/1/1926,0,0,1,1,1
9/1/1926,0,0,1,1,1
10/1/1926,0,1,1,1,1
11/1/1926,1,1,1,1,1
12/1/1926,1,1,1,1,0
1/1/1927,1,1,1,1,0
2/1/1927,1,1,1,1,0
3/1/1927,1,1,1,1,0
4/1/1927,1,1,1,1,0
5/1/1927,1,1,1,1,0
6/1/1927,1,1,1,0,0
7/1/1927,1,1,1,0,0
8/1/1927,1,1,1,0,0
9/1/1927,1,1,0,0,0
10/1/1927,1,1,0,0,0
11/1/1927,1,0,0,0,0
12/1/1927,0,0,0,0,0
1/1/1928,0,0,0,0,0
2/1/1928,0,0,0,0,0
3/1/1928,0,0,0,0,0
4/1/1928,0,0,0,0,0
5/1/1928,0,0,0,0,0
6/1/1928,0,0,0,0,0
7/1/1928,0,0,0,0,0
8/1/1928,0,0,0,0,0
9/1/1928,0,0,0,0,1
10/1/1928,0,0,0,0,1
11/1/1928,0,0,0,0,1
12/1/1928,0,0,0,0,1
1/1/1929,0,0,0,0,1
2/1/1929,0,0,0,0,1
3/1/1929,0,0,0,1,1
4/1/1929,0,0,0,1,1
5/1/1929,0,0,0,1,1
6/1/1929,0,0,1,1,1
7/1/1929,0,0,1,1,1
8/1/1929,0,1,1,1,1
9/1/1929,1,1,1,1,1
10/1/1929,1,1,1,1,1
11/1/1929,1,1,1,1,1
12/1/1929,1,1,1,1,1
1/1/1930,1,1,1,1,1
2/1/1930,1,1,1,1,1
3/1/1930,1,1,1,1,1
4/1/1930,1,1,1,1,1
5/1/1930,1,1,1,1,1
6/1/1930,1,1,1,1,1
7/1/1930,1,1,1,1,1
8/1/1930,1,1,1,1,1
9/1/1930,1,1,1,1,1
10/1/1930,1,1,1,1,1
11/1/1930,1,1,1,1,1
12/1/1930,1,1,1,1,1
1/1/1931,1,1,1,1,1
2/1/1931,1,1,1,1,1
3/1/1931,1,1,1,1,1
4/1/1931,1,1,1,1,1
5/1/1931,1,1,1,1,1
6/1/1931,1,1,1,1,1
7/1/1931,1,1,1,1,1
8/1/1931,1,1,1,1,1
9/1/1931,1,1,1,1,1
10/1/1931,1,1,1,1,1
11/1/1931,1,1,1,1,1
12/1/1931,1,1,1,1,1
1/1/1932,1,1,1,1,1
2/1/1932,1,1,1,1,1
3/1/1932,1,1,1,1,1
4/1/1932,1,1,1,1,0
5/1/1932,1,1,1,1,0
6/1/1932,1,1,1,1,0
7/1/1932,1,1,1,1,0
8/1/1932,1,1,1,1,0
9/1/1932,1,1,1,1,0
10/1/1932,1,1,1,0,0
11/1/1932,1,1,1,0,0
12/1/1932,1,1,1,0,0
1/1/1933,1,1,0,0,0
2/1/1933,1,1,0,0,0
3/1/1933,1,0,0,0,0
4/1/1933,0,0,0,0,0
5/1/1933,0,0,0,0,0
6/1/1933,0,0,0,0,0
7/1/1933,0,0,0,0,0
8/1/1933,0,0,0,0,0
9/1/1933,0,0,0,0,0
10/1/1933,0,0,0,0,0
11/1/1933,0,0,0,0,0
12/1/1933,0,0,0,0,0
1/1/1934,0,0,0,0,0
2/1/1934,0,0,0,0,0
3/1/1934,0,0,0,0,0
4/1/1934,0,0,0,0,0
5/1/1934,0,0,0,0,0
6/1/1934,0,0,0,0,0
7/1/1934,0,0,0,0,0
8/1/1934,0,0,0,0,0
9/1/1934,0,0,0,0,0
10/1/1934,0,0,0,0,0
11/1/1934,0,0,0,0,0
12/1/1934,0,0,0,0,0
1/1/1935,0,0,0,0,0
2/1/1935,0,0,0,0,0
3/1/1935,0,0,0,0,0
4/1/1935,0,0,0,0,0
5/1/1935,0,0,0,0,0
6/1/1935,0,0,0,0,0
7/1/1935,0,0,0,0,0
8/1/1935,0,0,0,0,0
9/1/1935,0,0,0,0,0
10/1/1935,0,0,0,0,0
11/1/1935,0,0,0,0,0
12/1/1935,0,0,0,0,0
1/1/1936,0,0,0,0,0
2/1/1936,0,0,0,0,0
3/1/1936,0,0,0,0,0
4/1/1936,0,0,0,0,0
5/1/1936,0,0,0,0,0
6/1/1936,0,0,0,0,1
7/1/1936,0,0,0,0,1
8/1/1936,0,0,0,0,1
9/1/1936,0,0,0,0,1
10/1/1936,0,0,0,0,1
11/1/1936,0,0,0,0,1
12/1/1936,0,0,0,1,1
1/1/1937,0,0,0,1,1
2/1/1937,0,0,0,1,1
3/1/1937,0,0,1,1,1
4/1/1937,0,0,1,1,1
5/1/1937,0,1,1,1,1
6/1/1937,1,1,1,1,1
7/1/1937,1,1,1,1,0
8/1/1937,1,1,1,1,0
9/1/1937,1,1,1,1,0
10/1/1937,1,1,1,1,0
11/1/1937,1,1,1,1,0
12/1/1937,1,1,1,1,0
1/1/1938,1,1,1,0,0
2/1/1938,1,1,1,0,0
3/1/1938,1,1,1,0,0
4/1/1938,1,1,0,0,0
5/1/1938,1,1,0,0,0
6/1/1938,1,0,0,0,0
7/1/1938,0,0,0,0,0
8/1/1938,0,0,0,0,0
9/1/1938,0,0,0,0,0
10/1/1938,0,0,0,0,0
11/1/1938,0,0,0,0,0
12/1/1938,0,0,0,0,0
1/1/1939,0,0,0,0,0
2/1/1939,0,0,0,0,0
3/1/1939,0,0,0,0,0
4/1/1939,0,0,0,0,0
5/1/1939,0,0,0,0,0
6/1/1939,0,0,0,0,0
7/1/1939,0,0,0,0,0
8/1/1939,0,0,0,0,0
9/1/1939,0,0,0,0,0
10/1/1939,0,0,0,0,0
11/1/1939,0,0,0,0,0
12/1/1939,0,0,0,0,0
1/1/1940,0,0,0,0,0
2/1/1940,0,0,0,0,0
3/1/1940,0,0,0,0,0
4/1/1940,0,0,0,0,0
5/1/1940,0,0,0,0,0
6/1/1940,0,0,0,0,0
7/1/1940,0,0,0,0,0
8/1/1940,0,0,0,0,0
9/1/1940,0,0,0,0,0
10/1/1940,0,0,0,0,0
11/1/1940,0,0,0,0,0
12/1/1940,0,0,0,0,0
1/1/1941,0,0,0,0,0
2/1/1941,0,0,0,0,0
3/1/1941,0,0,0,0,0
4/1/1941,0,0,0,0,0
5/1/1941,0,0,0,0,0
6/1/1941,0,0,0,0,0
7/1/1941,0,0,0,0,0
8/1/1941,0,0,0,0,0
9/1/1941,0,0,0,0,0
10/1/1941,0,0,0,0,0
11/1/1941,0,0,0,0,0
12/1/1941,0,0,0,0,0
1/1/1942,0,0,0,0,0
2/1/1942,0,0,0,0,0
3/1/1942,0,0,0,0,0
4/1/1942,0,0,0,0,0
5/1/1942,0,0,0,0,0
6/1/1942,0,0,0,0,0
7/1/1942,0,0,0,0,0
8/1/1942,0,0,0,0,0
9/1/1942,0,0,0,0,0
10/1/1942,0,0,0,0,0
11/1/1942,0,0,0,0,0
12/1/1942,0,0,0,0,0
1/1/1943,0,0,0,0,0
2/1/1943,0,0,0,0,0
3/1/1943,0,0,0,0,0
4/1/1943,0,0,0,0,0
5/1/1943,0,0,0,0,0
6/1/1943,0,0,0,0,0
7/1/1943,0,0,0,0,0
8/1/1943,0,0,0,0,0
9/1/1943,0,0,0,0,0
10/1/1943,0,0,0,0,0
11/1/1943,0,0,0,0,0
12/1/1943,0,0,0,0,0
1/1/1944,0,0,0,0,0
2/1/1944,0,0,0,0,0
3/1/1944,0,0,0,0,1
4/1/1944,0,0,0,0,1
5/1/1944,0,0,0,0,1
6/1/1944,0,0,0,0,1
7/1/1944,0,0,0,0,1
8/1/1944,0,0,0,0,1
9/1/1944,0,0,0,1,1
10/1/1944,0,0,0,1,1
11/1/1944,0,0,0,1,0
12/1/1944,0,0,1,1,0
1/1/1945,0,0,1,1,0
2/1/1945,0,1,1,1,0
3/1/1945,1,1,1,1,0
4/1/1945,1,1,1,1,0
5/1/1945,1,1,1,0,0
6/1/1945,1,1,1,0,0
7/1/1945,1,1,1,0,0
8/1/1945,1,1,0,0,0
9/1/1945,1,1,0,0,0
10/1/1945,1,0,0,0,0
11/1/1945,0,0,0,0,0
12/1/1945,0,0,0,0,0
1/1/1946,0,0,0,0,0
2/1/1946,0,0,0,0,0
3/1/1946,0,0,0,0,0
4/1/1946,0,0,0,0,0
5/1/1946,0,0,0,0,0
6/1/1946,0,0,0,0,0
7/1/1946,0,0,0,0,0
8/1/1946,0,0,0,0,0
9/1/1946,0,0,0,0,0
10/1/1946,0,0,0,0,0
11/1/1946,0,0,0,0,0
12/1/1946,0,0,0,0,0
1/1/1947,0,0,0,0,0
2/1/1947,0,0,0,0,0
3/1/1947,0,0,0,0,0
4/1/1947,0,0,0,0,0
5/1/1947,0,0,0,0,0
6/1/1947,0,0,0,0,0
7/1/1947,0,0,0,0,0
8/1/1947,0,0,0,0,0
9/1/1947,0,0,0,0,0
10/1/1947,0,0,0,0,0
11/1/1947,0,0,0,0,0
12/1/1947,0,0,0,0,1
1/1/1948,0,0,0,0,1
2/1/1948,0,0,0,0,1
3/1/1948,0,0,0,0,1
4/1/1948,0,0,0,0,1
5/1/1948,0,0,0,0,1
6/1/1948,0,0,0,1,1
7/1/1948,0,0,0,1,1
8/1/1948,0,0,0,1,1
9/1/1948,0,0,1,1,1
10/1/1948,0,0,1,1,1
11/1/1948,0,1,1,1,0
12/1/1948,1,1,1,1,0
1/1/1949,1,1,1,1,0
2/1/1949,1,1,1,1,0
3/1/1949,1,1,1,1,0
4/1/1949,1,1,1,1,0
5/1/1949,1,1,1,0,0
6/1/1949,1,1,1,0,0
7/1/1949,1,1,1,0,0
8/1/1949,1,1,0,0,0
9/1/1949,1,1,0,0,0
10/1/1949,1,0,0,0,0
11/1/1949,0,0,0,0,0
12/1/1949,0,0,0,0,0
1/1/1950,0,0,0,0,0
2/1/1950,0,0,0,0,0
3/1/1950,0,0,0,0,0
4/1/1950,0,0,0,0,0
5/1/1950,0,0,0,0,0
6/1/1950,0,0,0,0,0
7/1/1950,0,0,0,0,0
8/1/1950,0,0,0,0,0
9/1/1950,0,0,0,0,0
10/1/1950,0,0,0,0,0
11/1/1950,0,0,0,0,0
12/1/1950,0,0,0,0,0
1/1/1951,0,0,0,0,0
2/1/1951,0,0,0,0,0
3/1/1951,0,0,0,0,0
4/1/1951,0,0,0,0,0
5/1/1951,0,0,0,0,0
6/1/1951,0,0,0,0,0
7/1/1951,0,0,0,0,0
8/1/1951,0,0,0,0,0
9/1/1951,0,0,0,0,0
10/1/1951,0,0,0,0,0
11/1/1951,0,0,0,0,0
12/1/1951,0,0,0,0,0
1/1/1952,0,0,0,0,0
2/1/1952,0,0,0,0,0
3/1/1952,0,0,0,0,0
4/1/1952,0,0,0,0,0
5/1/1952,0,0,0,0,0
6/1/1952,0,0,0,0,0
7/1/1952,0,0,0,0,0
8/1/1952,0,0,0,0,1
9/1/1952,0,0,0,0,1
10/1/1952,0,0,0,0,1
11/1/1952,0,0,0,0,1
12/1/1952,0,0,0,0,1
1/1/1953,0,0,0,0,1
2/1/1953,0,0,0,1,1
3/1/1953,0,0,0,1,1
4/1/1953,0,0,0,1,1
5/1/1953,0,0,1,1,1
6/1/1953,0,0,1,1,0
7/1/1953,0,1,1,1,0
8/1/1953,1,1,1,1,0
9/1/1953,1,1,1,1,0
10/1/1953,1,1,1,1,0
11/1/1953,1,1,1,1,0
12/1/1953,1,1,1,0,0
1/1/1954,1,1,1,0,0
2/1/1954,1,1,1,0,0
3/1/1954,1,1,0,0,0
4/1/1954,1,1,0,0,0
5/1/1954,1,0,0,0,0
6/1/1954,0,0,0,0,0
7/1/1954,0,0,0,0,0
8/1/1954,0,0,0,0,0
9/1/1954,0,0,0,0,0
10/1/1954,0,0,0,0,0
11/1/1954,0,0,0,0,0
12/1/1954,0,0,0,0,0
1/1/1955,0,0,0,0,0
2/1/1955,0,0,0,0,0
3/1/1955,0,0,0,0,0
4/1/1955,0,0,0,0,0
5/1/1955,0,0,0,0,0
6/1/1955,0,0,0,0,0
7/1/1955,0,0,0,0,0
8/1/1955,0,0,0,0,0
9/1/1955,0,0,0,0,0
10/1/1955,0,0,0,0,0
11/1/1955,0,0,0,0,0
12/1/1955,0,0,0,0,0
1/1/1956,0,0,0,0,0
2/1/1956,0,0,0,0,0
3/1/1956,0,0,0,0,0
4/1/1956,0,0,0,0,0
5/1/1956,0,0,0,0,0
6/1/1956,0,0,0,0,0
7/1/1956,0,0,0,0,0
8/1/1956,0,0,0,0,0
9/1/1956,0,0,0,0,1
10/1/1956,0,0,0,0,1
11/1/1956,0,0,0,0,1
12/1/1956,0,0,0,0,1
1/1/1957,0,0,0,0,1
2/1/1957,0,0,0,0,1
3/1/1957,0,0,0,1,1
4/1/1957,0,0,0,1,1
5/1/1957,0,0,0,1,0
6/1/1957,0,0,1,1,0
7/1/1957,0,0,1,1,0
8/1/1957,0,1,1,1,0
9/1/1957,1,1,1,1,0
10/1/1957,1,1,1,1,0
11/1/1957,1,1,1,0,0
12/1/1957,1,1,1,0,0
1/1/1958,1,1,1,0,0
2/1/1958,1,1,0,0,0
3/1/1958,1,1,0,0,0
4/1/1958,1,0,0,0,0
5/1/1958,0,0,0,0,0
6/1/1958,0,0,0,0,0
7/1/1958,0,0,0,0,0
8/1/1958,0,0,0,0,0
9/1/1958,0,0,0,0,0
10/1/1958,0,0,0,0,0
11/1/1958,0,0,0,0,0
12/1/1958,0,0,0,0,0
1/1/1959,0,0,0,0,0
2/1/1959,0,0,0,0,0
3/1/1959,0,0,0,0,0
4/1/1959,0,0,0,0,0
5/1/1959,0,0,0,0,1
6/1/1959,0,0,0,0,1
7/1/1959,0,0,0,0,1
8/1/1959,0,0,0,0,1
9/1/1959,0,0,0,0,1
10/1/1959,0,0,0,0,1
11/1/1959,0,0,0,1,1
12/1/1959,0,0,0,1,1
1/1/1960,0,0,0,1,1
2/1/1960,0,0,1,1,1
3/1/1960,0,0,1,1,0
4/1/1960,0,1,1,1,0
5/1/1960,1,1,1,1,0
6/1/1960,1,1,1,1,0
7/1/1960,1,1,1,1,0
8/1/1960,1,1,1,1,0
9/1/1960,1,1,1,0,0
10/1/1960,1,1,1,0,0
11/1/1960,1,1,1,0,0
12/1/1960,1,1,0,0,0
1/1/1961,1,1,0,0,0
2/1/1961,1,0,0,0,0
3/1/1961,0,0,0,0,0
4/1/1961,0,0,0,0,0
5/1/1961,0,0,0,0,0
6/1/1961,0,0,0,0,0
7/1/1961,0,0,0,0,0
8/1/1961,0,0,0,0,0
9/1/1961,0,0,0,0,0
10/1/1961,0,0,0,0,0
11/1/1961,0,0,0,0,0
12/1/1961,0,0,0,0,0
1/1/1962,0,0,0,0,0
2/1/1962,0,0,0,0,0
3/1/1962,0,0,0,0,0
4/1/1962,0,0,0,0,0
5/1/1962,0,0,0,0,0
6/1/1962,0,0,0,0,0
7/1/1962,0,0,0,0,0
8/1/1962,0,0,0,0,0
9/1/1962,0,0,0,0,0
10/1/1962,0,0,0,0,0
11/1/1962,0,0,0,0,0
12/1/1962,0,0,0,0,0
1/1/1963,0,0,0,0,0
2/1/1963,0,0,0,0,0
3/1/1963,0,0,0,0,0
4/1/1963,0,0,0,0,0
5/1/1963,0,0,0,0,0
6/1/1963,0,0,0,0,0
7/1/1963,0,0,0,0,0
8/1/1963,0,0,0,0,0
9/1/1963,0,0,0,0,0
10/1/1963,0,0,0,0,0
11/1/1963,0,0,0,0,0
12/1/1963,0,0,0,0,0
1/1/1964,0,0,0,0,0
2/1/1964,0,0,0,0,0
3/1/1964,0,0,0,0,0
4/1/1964,0,0,0,0,0
5/1/1964,0,0,0,0,0
6/1/1964,0,0,0,0,0
7/1/1964,0,0,0,0,0
8/1/1964,0,0,0,0,0
9/1/1964,0,0,0,0,0
10/1/1964,0,0,0,0,0
11/1/1964,0,0,0,0,0
12/1/1964,0,0,0,0,0
1/1/1965,0,0,0,0,0
2/1/1965,0,0,0,0,0
3/1/1965,0,0,0,0,0
4/1/1965,0,0,0,0,0
5/1/1965,0,0,0,0,0
6/1/1965,0,0,0,0,0
7/1/1965,0,0,0,0,0
8/1/1965,0,0,0,0,0
9/1/1965,0,0,0,0,0
10/1/1965,0,0,0,0,0
11/1/1965,0,0,0,0,0
12/1/1965,0,0,0,0,0
1/1/1966,0,0,0,0,0
2/1/1966,0,0,0,0,0
3/1/1966,0,0,0,0,0
4/1/1966,0,0,0,0,0
5/1/1966,0,0,0,0,0
6/1/1966,0,0,0,0,0
7/1/1966,0,0,0,0,0
8/1/1966,0,0,0,0,0
9/1/1966,0,0,0,0,0
10/1/1966,0,0,0,0,0
11/1/1966,0,0,0,0,0
12/1/1966,0,0,0,0,0
1/1/1967,0,0,0,0,0
2/1/1967,0,0,0,0,0
3/1/1967,0,0,0,0,0
4/1/1967,0,0,0,0,0
5/1/1967,0,0,0,0,0
6/1/1967,0,0,0,0,0
7/1/1967,0,0,0,0,0
8/1/1967,0,0,0,0,0
9/1/1967,0,0,0,0,0
10/1/1967,0,0,0,0,0
11/1/1967,0,0,0,0,0
12/1/1967,0,0,0,0,0
1/1/1968,0,0,0,0,0
2/1/1968,0,0,0,0,0
3/1/1968,0,0,0,0,0
4/1/1968,0,0,0,0,0
5/1/1968,0,0,0,0,0
6/1/1968,0,0,0,0,0
7/1/1968,0,0,0,0,0
8/1/1968,0,0,0,0,0
9/1/1968,0,0,0,0,0
10/1/1968,0,0,0,0,0
11/1/1968,0,0,0,0,0
12/1/1968,0,0,0,0,0
1/1/1969,0,0,0,0,1
2/1/1969,0,0,0,0,1
3/1/1969,0,0,0,0,1
4/1/1969,0,0,0,0,1
5/1/1969,0,0,0,0,1
6/1/1969,0,0,0,0,1
7/1/1969,0,0,0,1,1
8/1/1969,0,0,0,1,1
9/1/1969,0,0,0,1,1
10/1/1969,0,0,1,1,1
11/1/1969,0,0,1,1,1
12/1/1969,0,1,1,1,0
1/1/1970,1,1,1,1,0
2/1/1970,1,1,1,1,0
3/1/1970,1,1,1,1,0
4/1/1970,1,1,1,1,0
5/1/1970,1,1,1,1,0
6/1/1970,1,1,1,0,0
7/1/1970,1,1,1,0,0
8/1/1970,1,1,1,0,0
9/1/1970,1,1,0,0,0
10/1/1970,1,1,0,0,0
11/1/1970,1,0,0,0,0
12/1/1970,0,0,0,0,0
1/1/1971,0,0,0,0,0
2/1/1971,0,0,0,0,0
3/1/1971,0,0,0,0,0
4/1/1971,0,0,0,0,0
5/1/1971,0,0,0,0,0
6/1/1971,0,0,0,0,0
7/1/1971,0,0,0,0,0
8/1/1971,0,0,0,0,0
9/1/1971,0,0,0,0,0
10/1/1971,0,0,0,0,0
11/1/1971,0,0,0,0,0
12/1/1971,0,0,0,0,0
1/1/1972,0,0,0,0,0
2/1/1972,0,0,0,0,0
3/1/1972,0,0,0,0,0
4/1/1972,0,0,0,0,0
5/1/1972,0,0,0,0,0
6/1/1972,0,0,0,0,0
7/1/1972,0,0,0,0,0
8/1/1972,0,0,0,0,0
9/1/1972,0,0,0,0,0
10/1/1972,0,0,0,0,0
11/1/1972,0,0,0,0,0
12/1/1972,0,0,0,0,1
1/1/1973,0,0,0,0,1
2/1/1973,0,0,0,0,1
3/1/1973,0,0,0,0,1
4/1/1973,0,0,0,0,1
5/1/1973,0,0,0,0,1
6/1/1973,0,0,0,1,1
7/1/1973,0,0,0,1,1
8/1/1973,0,0,0,1,1
9/1/1973,0,0,1,1,1
10/1/1973,0,0,1,1,1
11/1/1973,0,1,1,1,1
12/1/1973,1,1,1,1,1
1/1/1974,1,1,1,1,1
2/1/1974,1,1,1,1,1
3/1/1974,1,1,1,1,1
4/1/1974,1,1,1,1,0
5/1/1974,1,1,1,1,0
6/1/1974,1,1,1,1,0
7/1/1974,1,1,1,1,0
8/1/1974,1,1,1,1,0
9/1/1974,1,1,1,1,0
10/1/1974,1,1,1,0,0
11/1/1974,1,1,1,0,0
12/1/1974,1,1,1,0,0
1/1/1975,1,1,0,0,0
2/1/1975,1,1,0,0,0
3/1/1975,1,0,0,0,0
4/1/1975,0,0,0,0,0
5/1/1975,0,0,0,0,0
6/1/1975,0,0,0,0,0
7/1/1975,0,0,0,0,0
8/1/1975,0,0,0,0,0
9/1/1975,0,0,0,0,0
10/1/1975,0,0,0,0,0
11/1/1975,0,0,0,0,0
12/1/1975,0,0,0,0,0
1/1/1976,0,0,0,0,0
2/1/1976,0,0,0,0,0
3/1/1976,0,0,0,0,0
4/1/1976,0,0,0,0,0
5/1/1976,0,0,0,0,0
6/1/1976,0,0,0,0,0
7/1/1976,0,0,0,0,0
8/1/1976,0,0,0,0,0
9/1/1976,0,0,0,0,0
10/1/1976,0,0,0,0,0
11/1/1976,0,0,0,0,0
12/1/1976,0,0,0,0,0
1/1/1977,0,0,0,0,0
2/1/1977,0,0,0,0,0
3/1/1977,0,0,0,0,0
4/1/1977,0,0,0,0,0
5/1/1977,0,0,0,0,0
6/1/1977,0,0,0,0,0
7/1/1977,0,0,0,0,0
8/1/1977,0,0,0,0,0
9/1/1977,0,0,0,0,0
10/1/1977,0,0,0,0,0
11/1/1977,0,0,0,0,0
12/1/1977,0,0,0,0,0
1/1/1978,0,0,0,0,0
2/1/1978,0,0,0,0,0
3/1/1978,0,0,0,0,0
4/1/1978,0,0,0,0,0
5/1/1978,0,0,0,0,0
6/1/1978,0,0,0,0,0
7/1/1978,0,0,0,0,0
8/1/1978,0,0,0,0,0
9/1/1978,0,0,0,0,0
10/1/1978,0,0,0,0,0
11/1/1978,0,0,0,0,0
12/1/1978,0,0,0,0,0
1/1/1979,0,0,0,0,0
2/1/1979,0,0,0,0,1
3/1/1979,0,0,0,0,1
4/1/1979,0,0,0,0,1
5/1/1979,0,0,0,0,1
6/1/1979,0,0,0,0,1
7/1/1979,0,0,0,0,1
8/1/1979,0,0,0,1,0
9/1/1979,0,0,0,1,0
10/1/1979,0,0,0,1,0
11/1/1979,0,0,1,1,0
12/1/1979,0,0,1,1,0
1/1/1980,0,1,1,1,0
2/1/1980,1,1,1,0,0
3/1/1980,1,1,1,0,0
4/1/1980,1,1,1,0,0
5/1/1980,1,1,0,0,0
6/1/1980,1,1,0,0,0
7/1/1980,1,0,0,0,0
8/1/1980,0,0,0,0,1
9/1/1980,0,0,0,0,1
10/1/1980,0,0,0,0,1
11/1/1980,0,0,0,0,1
12/1/1980,0,0,0,0,1
1/1/1981,0,0,0,0,1
2/1/1981,0,0,0,1,1
3/1/1981,0,0,0,1,1
4/1/1981,0,0,0,1,1
5/1/1981,0,0,1,1,1
6/1/1981,0,0,1,1,1
7/1/1981,0,1,1,1,1
8/1/1981,1,1,1,1,1
9/1/1981,1,1,1,1,1
10/1/1981,1,1,1,1,1
11/1/1981,1,1,1,1,1
12/1/1981,1,1,1,1,0
1/1/1982,1,1,1,1,0
2/1/1982,1,1,1,1,0
3/1/1982,1,1,1,1,0
4/1/1982,1,1,1,1,0
5/1/1982,1,1,1,1,0
6/1/1982,1,1,1,0,0
7/1/1982,1,1,1,0,0
8/1/1982,1,1,1,0,0
9/1/1982,1,1,0,0,0
10/1/1982,1,1,0,0,0
11/1/1982,1,0,0,0,0
12/1/1982,0,0,0,0,0
1/1/1983,0,0,0,0,0
2/1/1983,0,0,0,0,0
3/1/1983,0,0,0,0,0
4/1/1983,0,0,0,0,0
5/1/1983,0,0,0,0,0
6/1/1983,0,0,0,0,0
7/1/1983,0,0,0,0,0
8/1/1983,0,0,0,0,0
9/1/1983,0,0,0,0,0
10/1/1983,0,0,0,0,0
11/1/1983,0,0,0,0,0
12/1/1983,0,0,0,0,0
1/1/1984,0,0,0,0,0
2/1/1984,0,0,0,0,0
3/1/1984,0,0,0,0,0
4/1/1984,0,0,0,0,0
5/1/1984,0,0,0,0,0
6/1/1984,0,0,0,0,0
7/1/1984,0,0,0,0,0
8/1/1984,0,0,0,0,0
9/1/1984,0,0,0,0,0
10/1/1984,0,0,0,0,0
11/1/1984,0,0,0,0,0
12/1/1984,0,0,0,0,0
1/1/1985,0,0,0,0,0
2/1/1985,0,0,0,0,0
3/1/1985,0,0,0,0,0
4/1/1985,0,0,0,0,0
5/1/1985,0,0,0,0,0
6/1/1985,0,0,0,0,0
7/1/1985,0,0,0,0,0
8/1/1985,0,0,0,0,0
9/1/1985,0,0,0,0,0
10/1/1985,0,0,0,0,0
11/1/1985,0,0,0,0,0
12/1/1985,0,0,0,0,0
1/1/1986,0,0,0,0,0
2/1/1986,0,0,0,0,0
3/1/1986,0,0,0,0,0
4/1/1986,0,0,0,0,0
5/1/1986,0,0,0,0,0
6/1/1986,0,0,0,0,0
7/1/1986,0,0,0,0,0
8/1/1986,0,0,0,0,0
9/1/1986,0,0,0,0,0
10/1/1986,0,0,0,0,0
11/1/1986,0,0,0,0,0
12/1/1986,0,0,0,0,0
1/1/1987,0,0,0,0,0
2/1/1987,0,0,0,0,0
3/1/1987,0,0,0,0,0
4/1/1987,0,0,0,0,0
5/1/1987,0,0,0,0,0
6/1/1987,0,0,0,0,0
7/1/1987,0,0,0,0,0
8/1/1987,0,0,0,0,0
9/1/1987,0,0,0,0,0
10/1/1987,0,0,0,0,0
11/1/1987,0,0,0,0,0
12/1/1987,0,0,0,0,0
1/1/1988,0,0,0,0,0
2/1/1988,0,0,0,0,0
3/1/1988,0,0,0,0,0
4/1/1988,0,0,0,0,0
5/1/1988,0,0,0,0,0
6/1/1988,0,0,0,0,0
7/1/1988,0,0,0,0,0
8/1/1988,0,0,0,0,0
9/1/1988,0,0,0,0,0
10/1/1988,0,0,0,0,0
11/1/1988,0,0,0,0,0
12/1/1988,0,0,0,0,0
1/1/1989,0,0,0,0,0
2/1/1989,0,0,0,0,0
3/1/1989,0,0,0,0,0
4/1/1989,0,0,0,0,0
5/1/1989,0,0,0,0,0
6/1/1989,0,0,0,0,0
7/1/1989,0,0,0,0,0
8/1/1989,0,0,0,0,1
9/1/1989,0,0,0,0,1
10/1/1989,0,0,0,0,1
11/1/1989,0,0,0,0,1
12/1/1989,0,0,0,0,1
1/1/1990,0,0,0,0,1
2/1/1990,0,0,0,1,1
3/1/1990,0,0,0,1,1
4/1/1990,0,0,0,1,0
5/1/1990,0,0,1,1,0
6/1/1990,0,0,1,1,0
7/1/1990,0,1,1,1,0
8/1/1990,1,1,1,1,0
9/1/1990,1,1,1,1,0
10/1/1990,1,1,1,0,0
11/1/1990,1,1,1,0,0
12/1/1990,1,1,1,0,0
1/1/1991,1,1,0,0,0
2/1/1991,1,1,0,0,0
3/1/1991,1,0,0,0,0
4/1/1991,0,0,0,0,0
